status;id;tgl_pengumuman;hasil_lelang;nama_satker;nama_paket;nama_pemenang;npwp_pemenang;nama_kabupaten;kd_kabupaten;nama_propinsi;skor_total;koordinat_longitude;koordinat_latitude;longitude_geser;latitude_geser;result__status;result__gambar;result__feedback;j_nama_kabupaten;j_nama_kabupaten_CAPS
;568587;28/12/2012;731033600;Kantor Pusat Direktorat Jenderal Pajak;"Pengadaan Layanan Jaringan Komunikasi Data untuk Wilayah DKI Jakarta Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2013&#xd;\n";PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;568711;26/12/2012;1674938870;Sekretariat Jenderal Kementerian Agama RI - Pusat Informasi dan Humas;Pengadaan Bandwidth Internet Kementerian Agama Tahun Anggaran 2013;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;568774;15/12/2012;2491003757;Sekretariat Jenderal;Pekerjaan Pengadaan Fasilitasi Layanan Akses Jaringan Internet/ Intranet;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;568954;21/12/2012;892205600;Direktorat Perencanaan Kawasan Hutan;Pengadaan Biaya Langganan Internet LAN Kementerian Kehutanan 20 Mbps Pada DIPA Direktorat Perencanaan Kawasan Hutan Tahun Anggaran 2013;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;593141;01/08/2012;3991528552;KEJAKSAAN AGUNG  R.I - JAKSA AGUNG MUDA INTELIJEN;SEWA LINK MONITORING CENTER;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;651920;01/02/2012;2744616600;PUSINFOWAS BPKP;Pengadaan Sewa Jasa Virtual Private Network (VPN) BPKP Tahun 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;653101;31/01/2012;4158986128;Ditjen Kependudukan & Catatan Sipil;Penyediaan Jaringan Komunikasi Kependudukan (Paket P.1);PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;654143;30/01/2012;4644215400;Kantor Pusat Direktorat Jenderal Kekayaan Negara;Pengadaan Sewa Jaringan Komunikasi (Bandwidth) dan Pemeliharaan Perangkat Video Conference Di Lingkungan DJKN Tahun Anggaran 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;657845;06/10/2011;4684677000;Pusat Informasi Obat Dan Makanan;BACKUP DAN DISASTER RECOVERY (DR);PT TELEKOMUNIKASI INDONESIA, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;662525;19/09/2011;722772600;PUSINFOWAS BPKP;Pengadaan Sewa Jasa Virtual Private Network (VPN) BPKP Tahun 2011;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;683984;04/03/2010;179710388;BPPK Pusat;Pengadaan Jasa Koneksi Internet Sekretariat BPPK;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;684263;27/01/2010;7510933880;Pusat Sistem Informasi dan Teknologi Keuangan;LELANG ULANG SEWA JARINGAN KOMUNIKASI DATA WIDE AREA NETWORK DEPARTEMEN KEUANGAN TAHUN 2010 ;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;685801;04/03/2009;8204877881;Direktorat Jenderal Pajak;SEWA JARINGAN KOMUNIKASI DATA WILAYAH JAWA (KECUALI DKI JAKARTA);PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;14;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;177388;17/05/2016;2499087800;Ditjen Kependudukan & Catatan Sipil;PENGADAAN PENYEDIAAN JASA TELEKOMUNIKASI DITJEN KEPENDUDUKAN DAN PENCATATAN SIPIL;PT. Telekomunikasi Indonesia, Tbk;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;242913;24/11/2015;1161319600;Universitas Terbuka (UT);PENGADAAN KONEKSI JARINGAN VPN - IP UPBJJ WILAYAH KALIMANTAN DAN SULAWESI  KE UT-PUSAT  DI LINGKUNGAN UNIVERSITAS TERBUKA;PT. TELEKOMUNIKASI INDONESIA, TBK;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;441349;07/02/2014;532400000;Sekretariat Presiden;Langganan Layanan Global Secured Connection Strategic Communication;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;444667;10/01/2014;1085276390;Sekretariat Jenderal Kementerian Agama RI - Pusat Informasi dan Humas;"Pengadaan Bandwidth Internet Kementerian Agama &#xd;\nTahun Anggaran 2014";PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;446896;09/12/2013;2499385130;Sekretariat Jenderal;PENGADAAN FASILITASI LAYANAN AKSES INTERNET/INTRANET TAHUN ANGGARAN 2014;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;570333;26/11/2012;774962760;Kementerian Sekretariat Negara;Jasa Langganan Jaringan Telematika;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;651832;29/02/2012;5076711024;Pusat Data dan Informasi;Pembangunan Data Warehouse Kementerian Kesehatan;PT. TELEKOMUNIKASI INDONESIA, tbk;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;654776;13/12/2011;788132400;Direktorat Jenderal Anggaran;Pengadaan Jasa Layanan Internet (Internet Service Provider) Kebutuhan Direktorat Jenderal Anggaran TA 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;654898;21/12/2011;1194439200;Lembaga Sandi Negara;LANGGANAN INTERNET LEMSANEG;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;655015;29/12/2011;218182800;BPPK Pusat;Pengadaan Jasa Koneksi Internet Sekretariat BPPK Tahun 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;655906;25/11/2011;903139600;Ditjen Perimbangan Keuangan;Pengadaan Sewa Bulanan Internet, Sewa Bulanan Broadband Wireless, Dan Pelatihan;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;656578;25/11/2011;772828100;Badan Pengawas Pasar Modal dan Lembaga Keuangan;Pengadaan Sewa Jasa Internet Primer;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;678786;07/12/2010;891603900;Ditjen Perimbangan Keuangan;"PEKERJAAN SEWA BULANAN INTERNET, SEWA BULANAN BROADBAND WIRELESS, SEWA IP PUBLIK, DAN PELATIHAN BANDWIDTH MANAGEMENT & MEMBANGUN PROXY&#xd;\nDITJEN PERIMBANGAN KEUANGAN&#xd;\nTAHUN ANGGARAN 2011&#xd;\n";PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;684346;11/01/2010;4700160300;Pusat Sistem Informasi dan Teknologi Keuangan;SEWA JARINGAN KOMUNIKASI DATA INTERNET DEPARTEMEN KEUANGAN TAHUN 2010;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;13;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;44095;31/05/2017;1396620280;DITJEN KEPENDUDUKAN DAN PENCATATAN SIPIL;Penyediaan Jasa Telekomunikasi;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;159604;07/06/2016;1681097000;Kantor Pusat;LANGGANAN KONTRAK VPN 8 CABANG (Rencana Penambahan 16 Lokasi dan Internet Upgrade Bandwidth 50 Mbps Kantor Pusat);PT Telekomunikasi Indonesia Tbk;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;235339;21/12/2015;854866320;Kementerian Sekretariat Negara;Langganan Jaringan Telematika;PT Telekomunikasi Indonesia Tbk;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;239796;24/11/2015;839400000;Universitas Terbuka (UT);PENGADAAN KONEKSI JARINGAN VPN - IP UPBJJ WILAYAH SUMATRA   KE UT-PUSAT  DI LINGKUNGAN UNIVERSITAS TERBUKA;PT. TELEKOMUNIKASI INDONESIA, TBK;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;241042;27/11/2015;198942480;Sekretariat Dewan Pertimbangan Presiden;Langganan VPN-IP Kantor Sekretariat Dewan Pertimbangan Presiden Tahun Anggaran 2016;PT Telekomunikasi Indonesia Tbk;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;241441;24/11/2015;539016000;Universitas Terbuka (UT);PENGADAAN KONEKSI JARINGAN VPN - IP UPBJJ WILAYAH JAWA DAN BALI KE UT-PUSAT  DI LINGKUNGAN UNIVERSITAS TERBUKA;PT. TELEKOMUNIKASI INDONESIA, TBK;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;445099;03/01/2014;416737310;Sekretariat Wakil Presiden RI;Provider Internet;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;568641;03/12/2012;2859133200;Pusat Informasi Obat Dan Makanan;Layanan Koneksi Jaringan;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;571042;29/11/2012;1200000000;UIN Maulana Malik Ibrahim Malang;Pengadaan Bandwitdh (Langganan Internet) UIN Maliki Malang 2013;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;585938;21/09/2012;1105506000;RSUPN Dr. Cipto Mangunkusumo Jakarta;Pengadaan Solusi Contact Center RSCM;PT. TELEKOMUNIKASI INDONESIA, tbk;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;613375;20/06/2012;753638600;Badan Kepegawaian Negara;Pengadaan Help Desk;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;653030;13/01/2012;1584818400;Dinas Komunikasi Informatika dan Kehumasan Prov.DKI Jakarta;Sewa Link Jaringan Komunikasi Fiber Optik dan Bandwidth Internet Pemerintah Provinsi DKI Jakarta;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;653573;16/01/2012;4722184500;PUSAT DATA DAN INFORMASI;"RELOKASI CRITICAL SERVER KE DISASTER RECOVERY CENTER&#xd;\n&#xd;\n";PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;665225;25/08/2011;1746848400;Dinas Komunikasi Informatika dan Kehumasan Prov.DKI Jakarta;Sewa Jaringan Komunikasi Kelurahan;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;678778;09/12/2010;765550500;Direktorat Jenderal Anggaran;Pengadaan Jasa Layanan Internet (Internet Service Provider) Kebutuhan Ditjen Anggaran TA.2011;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;684480;25/11/2009;702952800;Badan Pengawas Pasar Modal dan Lembaga Keuangan;Pengadaan Sewa Jasa Internet Tahun Anggaran 2010;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;12;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;99990;15/11/2016;310200000;-;Layanan Sewa Jaringan Satelit Monitoring Gunungapi (Transponder);PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;11;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;335315;25/05/2015;612700000;Direktorat Pengumpulan dan Pengelolaan Sumber Dana Bantuan Sosial;Pengadaan Sewa Layanan Contact Center;PT. Telekomunikasi Indonesia, Tbk;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;11;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;379281;12/02/2015;557949700;Sekretariat Wakil Presiden RI;Provider Internet;PT Telekomunikasi Indonesia Tbk;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;11;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;382832;26/01/2015;849730171.9;Universitas Terbuka (UT);PENGADAAN  JASA SOLUSI CONTACT CENTER DALAM RANGKA SOSIALISASI DAN PROMOSI UNIVERSITAS TERBUKA ;PT. TELEKOMUNIKASI INDONESIA, TBK;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;11;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;566875;25/01/2013;1666579200;Pusat Komunikasi;Pengadaan Jasa Sewa Layanan Internet (IP Transit) dan Local Leased Line Kementerian Luar Negeri Tahun Anggaran 2013;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;11;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;655176;01/12/2011;9580092500;Pusat Sistem Informasi dan Teknologi Keuangan (PUSINTEK);Pengadaan Sewa Internet untuk Kementerian Keuangan RI Tahun Anggaran 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;11;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;665224;24/08/2011;557436000;Dinas Komunikasi Informatika dan Kehumasan Prov.DKI Jakarta;Sewa Jaringan Komunikasi Balaikota, Walikota, Samsat, Dinas Teknis, SKPD/UKPD;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;11;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;670687;08/06/2011;1319163945;Ditjen Perimbangan Keuangan;Pengadaan Pekerjaan Pembangunan Aplikasi Web Based Reporting System (WBRS) DAK;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;11;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;682662;05/05/2010;999563400;Direktorat Informasi Kepabeanan Dan Cukai;Pengadaan Jasa Layanan VPN IP MPLS, Koneksi VPN Dial UP dan Koneksi Internet Access di Lingkungan DJBC TA 2010;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;11;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;309315;25/06/2015;0;DIREKTORAT KEAMANAN PENERBANGAN ;SEWA JARINGAN KOMUNIKASI MONITORING KEAMANAN PENERBANGAN TERPADU DI 20 (DUA PULUH) BANDAR UDARA;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;10;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;427840;19/03/2014;2187774000;PUSINFOWAS BPKP;Pengadaan Sewa Jasa Internet dan Virtual Private Network (VPN) BPKP ;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;10;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;565898;22/01/2013;1893256200;PUSINFOWAS BPKP;PENGADAAN SEWA JASA VIRTUAL PRIVATE NETWORK (VPN) BPKP TAHUN 2013;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;10;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;567835;18/12/2012;1133187440;Badan Pengkajian dan Pengembangan Kebijakan Perdagangan;LANGGANAN INTERNET ;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;10;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;570606;30/11/2012;3410946000;Komisi Pemberantasan Korupsi;Pengadaan Sewa Leased Line;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;10;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;622829;14/06/2012;551100000;Institut Pemerintahan Dalam Negeri Kampus Jatinangor;Pekerjaan Pengadaan Jasa Layanan Bandwidth Internet di IPDN Kampus Jatinangor dan Kampus Cilandak Tahun Anggaran 2012;PT Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;10;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;656765;30/11/2011;3439863000;Pusat Data dan Informasi;Sewa Jaringan Internet;PT. TELEKOMUNIKASI INDONESIA, tbk;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;10;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;656784;18/11/2011;2134404800;Universitas Terbuka (UT);PENGADAAN JASA KONEKSI JARINGAN INTERNET DI LINGKUNGAN UNIVERSITAS TERBUKA;PT. TELEKOMUNIKASI INDONESIA, TBK;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;10;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;678537;19/01/2011;199299100;BPPK Pusat;Pengadaan Jasa Koneksi Internet Sekretariat BPPK Tahun 2011;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;10;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;308398;01/06/2015;199344200;Direktorat Pengendalian Pos dan Informatika;COLOCATION DALAM RANGKA PENGENDALIAN POS DAN INFORMATIKA;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;9;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;383525;23/01/2015;0;Sekretariat Jenderal Kementerian Agama RI - Pusat Informasi dan Humas;Pelelangan Sederhana Pengadaan Jaringan VPN - IP Kementerian Agama Tahun Anggaran 2015;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;9;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;654150;20/01/2012;751806000;Sekretariat Jenderal;PENGADAAN SEWA BANDWIDTH KONEKSI INTERNET;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;9;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;681650;28/06/2010;110000000;Badan Kebijakan Fiskal;Pengadaan Jasa Layanan Komunikasi Data Untuk Badan Kebijakan Fiskal, TA 2010;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;9;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;569288;29/11/2012;199315600;Sekretariat Jenderal MPR RI;"Pengadaan Jasa Langganan Layanan Akses Koneksi Internet&#xd;\n";PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;652949;24/01/2012;1291646675;Pusat Informasi Obat Dan Makanan;Layanan Koneksi Jaringan Internet/Intranet;PT TELEKOMUNIKASI INDONESIA, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;654871;08/12/2011;747126600;Kantor Pusat Direktorat Jenderal Pajak;Pengadaan Jasa Layanan Jaringan Komunikasi Data untuk Wilayah DKI Jakarta Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;655052;08/12/2011;745126800;Kementerian Sekretariat Negara;Langganan Jaringan Telematika Tahun 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;655286;01/12/2011;630933600;Badan Kebijakan Fiskal;Pengadaan Jasa Layanan Komunikasi Data untuk Badan Kebijakan Fiskal Tahun Anggaran 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;671294;27/06/2011;1497953985;Pusat Informasi Obat Dan Makanan;Pengadaan Jalur Koneksi Internet dan VPN Balai Besar/Balai POM;PT TELEKOMUNIKASI INDONESIA, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;676854;15/03/2011;1368474800;Direktorat Informasi Kepabeanan Dan Cukai;Jasa Berlangganan VPN IP MPLS, VPN Dial Up dan Internet Access di Lingkungan DJBC TA 2011;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
